위도,경도,명칭,주소,전화번호,행정동,담당부서,기준일자
35.85648872,128.5712722,두류1동경로당,대구광역시 달서구 두류남6길 16(두류동),053-626-0095,두류1.2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85908967,128.5644815,신호경로당,대구광역시 달서구 야외음악당로47길 158(두류동),053-626-7513,두류1.2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85775431,128.5609401,대성,대구광역시 달서구 야외음악당로49길 50,053-653-8979,두류1.2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85965126,128.5696119,신촌경로당,대구광역시 달서구 밤골4길 17(두류동),053-627-1251,두류1.2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85729712,128.5661628,두류보성맨션노인정,대구광역시 달서구 두류6길 9,053-627-4214,두류1.2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85183459,128.5527499,금봉경로당,대구광역시 달서구 야외음악당로39서길 91-10(두류동),053-627-3085,두류3동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85414356,128.5543603,삼정그린빌,대구광역시 달서구 야외음악당로39길 54,053-621-0144,두류3동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85414356,128.5543603,두류3동,대구광역시 달서구 야외음악당로39길 54(두류동),053-629-3010,두류3동,대구광역시 달서구 어르신장애인과,2024-05-17
35.83797551,128.5421488,아카시아노인정,대구광역시 달서구 대명천로 153,053-527-4994,본리동,대구광역시 달서구 어르신장애인과,2024-05-17
35.83762636,128.5456,성당우방아파트,대구광역시 달서구 구마로 171,053-290-6686,본리동,대구광역시 달서구 어르신장애인과,2024-05-17
35.84311909,128.5388186,삼리경로당,대구광역시 달서구 와룡로24길 31,053-526-9919,본리동,대구광역시 달서구 어르신장애인과,2024-05-17
35.83930518,128.5330588,구마아파트경노당,대구광역시 달서구 대명천로51길 56,053-521-3443,본리동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8432009,128.5426605,성당래미안e편한세상2단지,대구광역시 달서구 장기로 145,053-565-2296,본리동,대구광역시 달서구 어르신장애인과,2024-05-17
35.83903418,128.5471926,본리롯데캐슬1차,대구광역시 달서구 대명천로 101,053-625-0244,본리동,대구광역시 달서구 어르신장애인과,2024-05-17
35.84208168,128.5410145,성당래미안E편한세상1단지경로당,대구광역시 달서구 장기로 189,053-568-1801,본리동,대구광역시 달서구 어르신장애인과,2024-05-17
35.83910479,128.5455437,본리동롯데캐슬2차아파트노인정,대구광역시 달서구 대명천로 119,053-655-9200,본리동,대구광역시 달서구 어르신장애인과,2024-05-17
35.83954704,128.5313668,본리경로당,대구광역시 달서구 용산로4안길 23(본리동),053-525-1133,본리동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85097342,128.5419829,대한노인회달서구수림분회,대구광역시 달서구 감삼길 71-18(감삼동),053-554-8223,감삼동,대구광역시 달서구 어르신장애인과,2024-05-17
35.84791714,128.5441429,감삼제1,대구광역시 달서구 감삼남6길 41-1(감삼동),070-8911-1660,감삼동,대구광역시 달서구 어르신장애인과,2024-05-17
35.84560986,128.538127,감삼제2경로당,대구광역시 달서구 감삼1길 96(감삼동),053-294-9998,감삼동,대구광역시 달서구 어르신장애인과,2024-05-17
35.84441409,128.5334252,우방드림시티,대구광역시 달서구 장기로 242,053-522-0563,감삼동,대구광역시 달서구 어르신장애인과,2024-05-17
35.84443764,128.5422372,성당코오롱하늘채,대구광역시 달서구 장기로 160,053-555-8988,감삼동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85346117,128.547912,감삼우방타운,대구광역시 달서구 당산로 187(감삼동),053-564-5200,감삼동,대구광역시 달서구 어르신장애인과,2024-05-17
35.84872724,128.5363879,월드마크,"대구광역시 달서구 와룡로 169(감삼동,월드마스크웨스트엔드)",053-521-9662,감삼동,대구광역시 달서구 어르신장애인과,2024-05-17
35.84934214,128.5339233,삼정브리티시용산,대구광역시 달서구 달구벌대로 1530,000-000-0000,감삼동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85193376,128.5468497,감삼제3경로당,대구광역시 달서구 달구벌대로330길 31(감삼동),000-000-0000,감삼동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85407605,128.541528,청실아파트경로당,"대구광역시 달서구 달구벌대로323길 39(감삼동,청실아파트)",053-558-0300,죽전동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85483006,128.5442014,농림경노당,대구광역시 달서구 당산로41서길 22-5(감삼동),053-554-2508,죽전동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85697508,128.5342182,죽전그린빌경로당,"대구광역시 달서구 와룡로53길 40(죽전동,죽전그린빌)",053-552-0848,죽전동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85739126,128.5378968,죽전,대구광역시 달서구 와룡로52안길 45(죽전동),053-295-9377,죽전동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8551821,128.5360883,춘추경로당,대구광역시 달서구 와룡로49길 18-17,053-558-3464,죽전동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85262612,128.5392595,죽전동화로즈빌노인정,"대구광역시 달서구 죽전1길 82(죽전동,동화로즈빌)",053-263-0693,죽전동,대구광역시 달서구 어르신장애인과,2024-05-17
35.84700443,128.5265125,영남네오빌파크,대구광역시 달서구 한들로 36,053-261-4775,장기동,대구광역시 달서구 어르신장애인과,2024-05-17
35.84229046,128.5326361,비스타,대구광역시 달서구 대명천로 250,000-000-0000,장기동,대구광역시 달서구 어르신장애인과,2024-05-17
35.84526756,128.532025,장기주공아파트,대구광역시 달서구 용산로 88,053-263-1214,장기동,대구광역시 달서구 어르신장애인과,2024-05-17
35.84791247,128.5208503,장기동경로당,대구광역시 달서구 문화회관2길 18(장기동),053-584-5888,장기동,대구광역시 달서구 어르신장애인과,2024-05-17
35.84313244,128.5358409,궁전경로당,대구광역시 달서구 장기로 221-6,053-522-2260,장기동,대구광역시 달서구 어르신장애인과,2024-05-17
35.84486164,128.5300629,장기초록나라,대구광역시 달서구 한들로 55,053-525-4567,장기동,대구광역시 달서구 어르신장애인과,2024-05-17
35.84660805,128.5264656,장기파랑새마을입주자대표회의,대구광역시 달서구 한들로 70,053-525-0731,장기동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8384107,128.5170909,장동경로당,대구광역시 달서구 성서공단로61길 45(장기동),053-586-1417,장기동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8470131,128.5286381,장기누림타운관리사무소,대구광역시 달서구 한들로 31,053-573-0812,장기동,대구광역시 달서구 어르신장애인과,2024-05-17
35.84751618,128.5166188,능골경로당,대구광역시 달서구 성서동로60길 16(장기동),000-000-0000,장기동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85001605,128.5262446,용산롯데캐슬그랜드,대구광역시 달서구 장산남로 33,053-284-3888,용산1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85436171,128.5300488,용산1차서한화성,대구광역시 달서구 장산로 10,053-572-9980,용산1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85822089,128.5317464,용산경로당,대구광역시 달서구 와룡로57길 100(용산동),053-557-5844,용산1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8527355,128.5309125,용산우방,대구광역시 달서구 용산로 174,053-561-9480,용산1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.84986759,128.5312919,우방죽전타운,대구광역시 달서구 용산로 160,053-562-2403,용산1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8562021,128.5276253,용산우방미진태왕타운,대구광역시 달서구 용산서로 21,053-521-9790,용산1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85438128,128.5276574,용산동서우방,대구광역시 달서구 장산로 20,053-524-3354,용산1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85907574,128.5279876,용산2차서한화성,대구광역시 달서구 용산큰못길 30,053-556-1888,용산1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.86057949,128.5323933,용산영남타운,대구광역시 달서구 용산로 266,053-281-7219,용산1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.857885,128.5261639,용산2차우방타운,대구광역시 달서구 용산서로 38,053-524-2747,용산1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85620374,128.5292971,용산세광타운2차타운경로당,대구광역시 달서구 용산서로 9,053-521-7156,용산1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85907713,128.5297149,용산현대우방타운,대구광역시 달서구 용산로 253,053-281-9969,용산1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85631474,128.5266074,용산보성타운노인정,"대구광역시 달서구 용산서로 37(용산동,용산보성타운)",053-283-7165,용산1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8578244,128.5276471,용산청구타운경로당,"대구광역시 달서구 용산서로 22(용산동,용산청구타운)",053-521-7192,용산1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85908412,128.5322061,용산청구블루빌타운,"대구광역시 달서구 용산로 254(용산동,용산블루빌타운)",053-525-0344,용산1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.86060121,128.5295257,용산파크타운경로당,"대구광역시 달서구 용산로 259(용산동,용산파크타운)",053-525-4660,용산1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85598189,128.5285095,용산제2,대구광역시 달서구 용산로 205(용산동),000-000-0000,용산1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85239115,128.533357,용전경로당,대구광역시 달서구 와룡로43길 66-7(용산동),070-8196-8899,용산2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8614499,128.5209723,서촌경로당,대구광역시 달서구 새방로 23-16(용산동),053-581-0360,용산2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85114028,128.5164431,성서용산,"대구광역시 달서구 성서동로 350(용산동,동화평광협화타운)",053-586-2322,용산2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85102419,128.5182801,성서보람타운,대구광역시 달서구 새동네로 34,053-585-1569,용산2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85406527,128.5174474,성서1차영남우방타운노인정,"대구광역시 달서구 성지로 11(용산동,성서영남우방)",053-583-9723,용산2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85545059,128.520158,성서청구타운노인정,"대구광역시 달서구 성지로 75(용산동,성서청구)",053-582-5958,용산2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85703549,128.5225599,새동네경로당,대구광역시 달서구 성지로16길 45(용산동),053-581-2072,용산2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.86028574,128.5171447,성서2차보성,대구광역시 달서구 선원로 241,053-588-5847,용산2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8573415,128.5205911,성서주공5,대구광역시 달서구 선원남로 181,053-587-3135,용산2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85397217,128.5202147,성서주공6-1,대구광역시 달서구 성지로 35,053-588-1332,용산2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85262232,128.5176373,성서주공7경로당,"대구광역시 달서구 성지로 12(용산동,성서주공7)",053-583-1710,용산2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85260937,128.5206265,성서주공8,대구광역시 달서구 성지로 42,053-587-5014,용산2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85552528,128.5174791,성서2차영남우방,대구광역시 달서구 이곡공원로 83,053-585-3888,용산2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8574009,128.517281,한마음타운,대구광역시 달서구 선원남로 151,053-587-6761,용산2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85397217,128.5202147,성서주공6,대구광역시 달서구 성지로 35,053-585-9458,용산2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85008323,128.5128271,성서,대구광역시 달서구 성서로72길 97-13(이곡동),053-584-8958,이곡1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85286261,128.512059,성서와룡타운노인정,"대구광역시 달서구 이곡동로 32(이곡동,와룡타운)",053-584-5355,이곡1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85139875,128.5129241,성서4주공아파트노인정,"대구광역시 달서구 성서동로 355-27(이곡동, 성서4주공아파트)",053-585-4495,이곡1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85568317,128.5121989,성서동서화성타운아파트경로당,"대구광역시 달서구 이곡공원로 33(이곡동,성서동서화성)",053-587-1616,이곡1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85755161,128.5094541,성서한샘타운,대구광역시 달서구 선원남로 77,053-284-3898,이곡1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85996425,128.5080191,성서푸른마을,대구광역시 달서구 선원로 137,053-585-7410,이곡1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8529545,128.5137535,성서화성타운2차아파트노인정,"대구광역시 달서구 성서동로 355-20(이곡동,성서2차화성타운)",053-587-9965,이곡1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85928041,128.5119785,성서무지개타운,"대구광역시 달서구 선원로 171(이곡동,한라무지개타운)",053-583-3963,이곡1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8574945,128.512277,한빛마을노인회,"대구광역시 달서구 선원남로 99(이곡동,한빛마을)",053-585-7093,이곡1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8557268,128.508302,이곡경로당,대구광역시 달서구 이곡공원로1길 7(이곡동),053-586-6681,이곡1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85086865,128.5104187,율지,대구광역시 달서구 달구벌대로 1312-8(이곡동),053-583-2469,이곡1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85596723,128.5132194,동서3차동서타운관리사무소,대구광역시 달서구 이곡공원로 49,053-586-7471,이곡1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.86156442,128.5132334,늘품경로당,대구광역시 달서구 선원로33길 79-8(이곡동) ,053-588-2351,이곡1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85238901,128.50042,대백창신한라,대구광역시 달서구 성서서로 316,053-585-7640,이곡2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85566336,128.5041165,성서보성화성타운노인정,"대구광역시 달서구 계대동문로 99(이곡동,성서보성화성타운)",053-582-2352,이곡2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85406557,128.5003974,청남타운경로당,대구광역시 달서구 성서서로 330,053-585-5596,이곡2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8557797,128.5064533,성서우방,대구광역시 달서구 계대동문로 123,053-583-8332,이곡2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85760238,128.5038409,동서서한,대구광역시 달서구 선원로 100,053-581-3411,이곡2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85887818,128.5048123,이곡서한2차,대구광역시 달서구 선원로 122,053-585-9490,이곡2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85969973,128.5023484,배실경로당,대구광역시 달서구 선원로23남길 54(이곡동),053-583-2394,이곡2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85292679,128.5032909,사령봉경로당,대구광역시 달서구 달구벌대로245길 17-12(이곡동) ,053-591-5484,이곡2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.86175409,128.5046534,이곡2동경로당,대구광역시 달서구 선원로23길 77(이곡동),000-000-0000,이곡2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85125959,128.4835295,호림경로당,대구광역시 달서구 호산동로35길 42-10(호산동),053-591-9893,신당동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85355328,128.4779634,산호경로당,대구광역시 달서구 달구벌대로203길 3(신당동),053-582-4770,신당동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85678566,128.4965283,신당경로당,대구광역시 달서구 서당로12길 15,053-587-0059,신당동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85428305,128.4936008,삼우경로당,대구광역시 달서구 서당로7길 33-16,053-582-5044,신당동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8538435,128.497451,성서주공2,대구광역시 달서구 신당로 55,053-585-3065,신당동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8578212,128.4967673,오정경로당,대구광역시 달서구 성서서로73길 57(신당동),053-592-0067,신당동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85842521,128.498908,와룡경로당,대구광역시 달서구 성서서로75길 17-7(신당동) ,053-585-2823,신당동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85276593,128.4943,성산경로당,대구광역시 달서구 서당로3길 19-10,053-585-5908 ,신당동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85002544,128.4788722,성서삼성한국형아파트경로당,"대구광역시 달서구 호산로 126(호산동,삼성한국형)",053-591-8836,신당동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85025339,128.4736813,성서삼성명가타운아파트경로당,"대구광역시 달서구 호산로 125(파호동,삼성명가타운)",053-585-1604,신당동,대구광역시 달서구 어르신장애인과,2024-05-17
35.86325517,128.4904566,신당한화꿈에그린,대구광역시 달서구 달서대로 719,053-592-4007,신당동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85957392,128.4979408,당산경로당,대구광역시 달서구 선원로15안길 41(신당동),053-588-0325,신당동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85356683,128.4745535,성서우방유쉘아파트경로당,"대구광역시 달서구 달구벌대로 995(파호동, 성서우방유쉘)",053-585-1106,신당동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85703103,128.4938615,신서경로당,대구광역시 달서구 서당로9길 34-18(신당동),053-582-1718,신당동,대구광역시 달서구 어르신장애인과,2024-05-17
35.85229651,128.4988252,성서종합사회복지관,대구광역시 달서구 신당로 56,053-583-1284,신당동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8538435,128.497451,신당종합사회복지관,대구광역시 달서구 신당로 55,053-581-8310,신당동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82272768,128.5232861,조암경로당,대구광역시 달서구 조암남로14안길 40,053-642-9684,월성1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82493504,128.5337151,월성화성타운아파트노인정,대구광역시 달서구 학산로2길 27(월성동 월성화성타운),053-642-7454,월성1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8289456,128.5337973,월성보성타운1단지아파트노인정,"대구광역시 달서구 학산로 30(월성동,월성보성1단지)",053-633-5895,월성1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82616563,128.5326387,월성우방,"대구광역시 달서구 학산로2길 11(월성동, 월성우방타운)",053-637-8398,월성1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82460706,128.5324733,월성청구타운경로당,대구광역시 달서구 학산로2길 24,053-642-4201,월성1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8242362,128.534795,월성영남,대구광역시 달서구 학산로2길 39,053-635-0041,월성1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82084121,128.5280103,월성동삼성래미안,대구광역시 달서구 상원로 143,053-637-0985,월성1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82294631,128.5289207,태왕아너스월성아파트,대구광역시 달서구 조암남로 24,053-246-0633,월성1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82177705,128.5263122,월성자이아파트,대구광역시 달서구 조암남로10길 21,053-631-0196,월성1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82211128,128.5220204,월성코오롱하늘채,대구광역시 달서구 조암남로16길 19,053-643-1477,월성1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82920439,128.5262285,월성푸르지오,대구광역시 달서구 조암로6길 20,053-290-4566,월성1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82221331,128.5234266,월성코오롱하늘채2단지,대구광역시 달서구 조암남로16길 20,070-8911-3379,월성1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82464895,128.5291202,월성 e편한세상,대구광역시 달서구 조암남로 10,070-8977-5780,월성1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82024657,128.5259036,태왕아너스베스트관리실,대구광역시 달서구 월배로33길 117,053-634-3755,월성1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81903808,128.5177838,월배힐스테이트관리사무소,대구광역시 달서구 조암남로 132,053-636-8223,월성1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81932994,128.52115,이안월배아파트,대구광역시 달서구 조암남로 116,053-643-8200,월성1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82784002,128.5208073,월배 e편한세상,대구광역시 달서구 월성로 132,000-000-0000,월성1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82428381,128.5219461,협성휴포레월성,대구광역시 달서구 조암로10길 11,053-638-2255,월성1동,대구광역시 달서구 어르신장애인과,2024-05-17
35.83112696,128.527658,월성백일주공1,대구광역시 달서구 월곡로94길 30,053-642-0388,월성2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82811673,128.5316889,월성동서,대구광역시 달서구 학산로7길 5,053-631-5393,월성2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.83032758,128.531106,2차보성,대구광역시 달서구 학산로7길 27,053-632-2535,월성2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.82694224,128.5302754,월성서한이다음아파트경로당,대구광역시 달서구 학산로 15,053-636-0032,월성2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.83192291,128.5331421,월성주공4경로당,대구광역시 달서구 구마로14남길 55,053-633-4758,월성2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.83004237,128.528337,학산,대구광역시 달서구 월성로 77,070-8911-5627,월성2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.83156785,128.5298746,월성수복정,"대구광역시 달서구 학산로7길 39(월성동, 월성주공3단지아파트)",053-635-2519,월성2동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81777796,128.5152857,월배쌍용예가,대구광역시 달서구 조암남로32길 13,053-295-7332,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80947139,128.5248144,월배경로당,대구광역시 달서구 상화로7길 121(진천동),053-631-5108,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81504049,128.5271308,월진경로당,대구광역시 달서구 월배로 117(진천동),053-634-7139,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.79842677,128.5296539,대곡경로당,대구광역시 달서구 한실로6길 103,000-000-0000,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81196487,128.5193423,신정경로당,대구광역시 달서구 상화로9길 81-17(진천동),053-634-0826,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81362181,128.5299874,귀빈,대구광역시 달서구 월배로 32안길 61,053-637-0240,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81468173,128.5308134,동백만수당경로당,대구광역시 달서구 월배로32안길 35,053-641-0825,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80661187,128.5107321,대곡금강,"대구광역시 달서구 비슬로540길 38(대곡동, 금강아파트) ",053-634-3391,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80742654,128.5099185,대곡금강2,"대구광역시 달서구 비슬로540길 14(대곡동, 금강아파트)",053-632-6390,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81281586,128.528798,귀빈경로당,대구광역시 달서구 월배로32안길 66,053-639-7227,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80813848,128.5162634,대곡청구,대구광역시 달서구 상화로8길 26,053-636-0331,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81219947,128.5275435,진천현대,대구광역시 달서구 상화북로5길 39,053-638-2934,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81132588,128.5273828,진천우방,대구광역시 달서구 진천로4길 39,053-642-3959,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80603378,128.5089027,대곡우방타운아파트노인정,"대구광역시 달서구 비슬로538길 22(대곡동,우방타운)",053-641-0234,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80961463,128.5167377,월배동화타운,대구광역시 달서구 상화로 24,053-631-4094,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81196316,128.5238792,진천청구,대구광역시 달서구 진천로 41,053-636-0012,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81142536,128.5313892,진천경로당,대구광역시 달서구 상화북로 46-1(진천동) ,053-641-1713,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81172676,128.5222842,현대2차,"대구광역시 달서구 월배로14길 43(진천동, 진천역현대2차아파트)",053-639-1590,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81052116,128.5238476,진천제림하나로,대구광역시 달서구 상화로21길 55,053-639-5275,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81038519,128.5136112,화성타운노인정,"대구광역시 달서구 비슬로 2731(유천동,유천화성타운)",053-262-5655,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81039928,128.5228619,세광그린맨션경로당,"대구광역시 달서구 진천로7길 47(진천동, 세광그린타운)",053-634-5224,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.81186913,128.518556,달맞이맨션,대구광역시 달서구 월배로 30(진천동),053-631-3626,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80876003,128.5142535,한라하우젠트아파트경로당,"대구광역시 달서구 비슬로 2724(대곡동, 대곡한라하우젠트)",053-262-5615,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80827156,128.5209226,진천코오롱하늘채입주자대표회의,대구광역시 달서구 상화로 65,053-632-3777,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.8070142,128.5240236,대곡청구제네스,대구광역시 달서구 상화로 90,053-641-5428,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
35.80762759,128.5176874,삼성래미안,대구광역시 달서구 상화로 8길 23,053-263-3318,진천동,대구광역시 달서구 어르신장애인과,2024-05-17
